GENOMIC,GENUS,SPECIES,FIELD_POP ID,GREENHOUSE,VOUCHER SPECIMEN,COLLECTION DATE,PROVENANCE,COUNTRY,STATE_PROVINCE,SPECIFIC LOCALITY,LATITUDE,LONGITUDE,NOTES,MATERIAL,NANODROP CONCENTRATION (ng/uL),NANODROP 260:280 RATIO,PUBLISHED
2235,Lycium,australe,offspring of 14-645,Offspring,offspring of 14-645,7/22/2016,Australia,Australia,Western Australia,Lake Austin,-27.59,117.899,Seed B; Amherst GH, ,,,
2236,Lycium,australe,offspring of 14-645,Offspring,offspring of 14-645,7/22/2016,Australia,Australia,Western Australia,Lake Austin,-27.59,117.899,Seed F; Amherst GH, ,,,
2298,Lycium,australe,Offspring of 14-645 Z,Offspring,Offspring of 14-645 Z,,Australia,Australia,,,,,, ,,,
2802,Lycium,australe,Seed D offspring of 14-633,,PERTH 1293095,6/19/1980,Australia,Australia,,"On the bottomland connecting Lakes Goongarrie and Marmion, 2 km SE of Granite Dam",-29.813,121.281,PERTH Herbarium, ,,,
2803,Lycium,australe,,,PERTH 2034441,3/10/1970,Australia,Australia,,2 miles SW of Moorine Rock,-31.333,119.117,PERTH Herbarium, ,,,
2816,Lycium,australe,,,PERTH 3132374,5/25/1974,Australia,Australia,,13 km S of Pingrup,-33.65,118.51,PERTH Herbarium, ,,,
2821,Lycium,australe,,,PERTH 3342395,4/10/1992,Australia,Australia,,"4 km N of Agnew turnoff, 140 km S of Wiluna on road to Leonora",-27.7,120.5,PERTH Herbarium, ,,,
2874,Lycium,australe,,,PERTH 3682137,4/1/1984,Australia,Australia,,Ca 60 km NNE Balladonia,-32,124,PERTH Herbarium, ,,,
2773,Lycium,australe,,,PERTH 3682153,7/24/1967,Australia,Australia,,62.7 miles E of Wiluna on road to Carnegie,-26.59,121.353,PERTH Herbarium, ,,,
2840,Lycium,australe,,,PERTH 3682161,8/28/1986,Australia,Australia,,W edge of Lake Annean,-26.933,118.283,PERTH Herbarium, ,,,
2775,Lycium,australe,,,PERTH 3682188,10/7/1914,Australia,Australia,,Kalgoorlie,-30.74,121.468,PERTH Herbarium, ,,,
2772,Lycium,australe,,,PERTH 3682196,11/20/1972,Australia,Australia,,80 km N of Rawlinna,-30.315,125.213,PERTH Herbarium, ,,,
2875,Lycium,australe,,,PERTH 3682749,10/30/1960,Australia,Australia,,Jilakin Rock,-32.666,118.325,PERTH Herbarium, ,,,
2848,Lycium,australe,,,PERTH 3682765,9/5/1968,Australia,Australia,,"5 miles from Kalgoorlie, towards Coolgardie",-30.791,121.407,PERTH Herbarium, ,,,
2819,Lycium,australe,,,PERTH 3682773,10/17/1945,Australia,Australia,,2 miles S of Mount Sir Samuel,-27.742,120.645,PERTH Herbarium, ,,,
2781,Lycium,australe,,,PERTH 3682781,9/17/1986,Australia,Australia,,7.5 km E of Yuinmery Homestead,-28.561,119.09,PERTH Herbarium, ,,,
2861,Lycium,australe,,,PERTH 3682803,3/27/1984,Australia,Australia,,44 km N Balladonia Rock,-32.073,123.959,PERTH Herbarium, ,,,
2817,Lycium,australe,,,PERTH 3682811,9/13/1978,Australia,Australia,,"Yakabindie, 50 km N of Agnew - Wiluna Road",-27.571,120.523,PERTH Herbarium, ,,,
2858,Lycium,australe,,,PERTH 3682838,10/9/1986,Australia,Australia,,55.7 km NW of Eucla on road to Reid/Forrest. Moopina 3,-31.32,128.55,PERTH Herbarium, ,,,
2860,Lycium,australe,,,PERTH 3682846,6/1/1985,Australia,Australia,,"Road N of Avon Location 24133, 1.25 miles W of road junction at NE of 24133",-30.917,117.367,PERTH Herbarium, ,,,
2768,Lycium,australe,,,PERTH 3682854,6/30/1984,Australia,Australia,,"W edge of Lake Grace, N side of main road, ca 100 m from road",,,PERTH Herbarium, ,,,
2763,Lycium,australe,,,PERTH 3682870,,Australia,Australia,,"Forrest, Nullarbor Plain. 1 mile donga (E gate)",-30.85,128.1,PERTH Herbarium, ,,,
2834,Lycium,australe,,,PERTH 3682889,10/27/1955,Australia,Australia,,Forrest - NE 1 mile donga - S of centre,-30.85,128.1,PERTH Herbarium, ,,,
2771,Lycium,australe,,,PERTH 3682897,5/31/1966,Australia,Australia,,Lake Austin Island,-27.472,117.665,PERTH Herbarium, ,,,
2770,Lycium,australe,,,PERTH 3682900,5/31/1966,Australia,Australia,,"Lake Austin, Cue",-27.472,117.665,PERTH Herbarium, ,,,
2766,Lycium,australe,,,PERTH 3682919,9/22/1984,Australia,Australia,,15 km W of Nullarbor Station,-31.444,130.731,PERTH Herbarium, ,,,
2774,Lycium,australe,,,PERTH 3682927,6/4/1988,Australia,Australia,,"9 km ESE of Lakeway Homestead on SW end of Lake Way, Lake Way Station",-26.93,120.55,PERTH Herbarium, ,,,
2820,Lycium,australe,,,PERTH 3690865,8/15/1972,Australia,Australia,,Lake Austin,-27.472,117.665,PERTH Herbarium, ,,,
2852,Lycium,australe,,,PERTH 3690873,12/19/1959,Australia,Australia,,46 miles W of Eucla,-31.971,128.166,PERTH Herbarium, ,,,
2780,Lycium,australe,,,PERTH 3690881,8/26/1968,Australia,Australia,,"Lake Carey, northern margin, ca 225 km NNE of Kalgoorlie",-29.397,122.766,PERTH Herbarium, ,,,
2818,Lycium,australe,,,PERTH 3690903,6/27/1947,Australia,Australia,,Chandler Alumite works,-31.105,118.417,PERTH Herbarium, ,,,
2804,Lycium,australe,,,PERTH 3690938,7/13/1979,Australia,Australia,,"1.5 km E of McDermid Rock, ca 98 km W of Norseman",-32.023,120.751,PERTH Herbarium, ,,,
2805,Lycium,australe,,,PERTH 3690946,9/24/1979,Australia,Australia,,"SE edge of Cowcowing Lakes, 14 km W of Cowcowing cemetery",-31.05,117.38,PERTH Herbarium, ,,,
2851,Lycium,australe,,,PERTH 3690954,9/30/1981,Australia,Australia,,Between Southern Cross and Coolgardie along the Great Eastern Highway: just W of Yellowdine,-31.292,119.645,PERTH Herbarium, ,,,
2839,Lycium,australe,,,PERTH 3690962,8/20/1980,Australia,Australia,,"ca 50 km SW of Buningonia Spring, ca 95 km SSW of Zanthus",-31.748,123.162,PERTH Herbarium, ,,,
2863,Lycium,australe,,,PERTH 3690970,4/3/1984,Australia,Australia,,9 km S of Mundrabilla Hotel,-31.9,128.3,PERTH Herbarium, ,,,
2862,Lycium,australe,,,PERTH 3690989,10/29/1982,Australia,Australia,,4 km E Coolgardie,-30.95,121.17,PERTH Herbarium, ,,,
2872,Lycium,australe,,,PERTH 3690997,4/3/1984,Australia,Australia,,16 km E of Cocklebiddy,-32.017,126.264,PERTH Herbarium, ,,,
2871,Lycium,australe,,,PERTH 3691004,3/28/1984,Australia,Australia,,44 km N Balladonia Rock,-32.073,123.959,PERTH Herbarium, ,,,
2769,Lycium,australe,,,PERTH 3691012,,Australia,Australia,,24 km N of Hughes,-30.5,129.4,PERTH Herbarium, ,,,
2843,Lycium,australe,,,PERTH 3691039,8/4/1968,Australia,Australia,,"Lake Austin, N of Mount Magnet",-27.472,117.665,PERTH Herbarium, ,,,
2836,Lycium,australe,,,PERTH 3691047,6/12/1980,Australia,Australia,,"5.3 km SE of Black Flag Road intersection, Black Flag Station",-30.583,121.283,PERTH Herbarium, ,,,
2844,Lycium,australe,,,PERTH 3691055,9/7/1977,Australia,Australia,,"Badjaling Flora Reserve, 23758, 9.5 km E Quairading",-32.013,117.499,PERTH Herbarium, ,,,
2800,Lycium,australe,,,PERTH 3691063,3/6/1962,Australia,Australia,,This locality has been interpreted as 46km SW of Meekatharra on the Great Northern Highway,,,"PERTH Herbarium, not lat or long", ,,,
2835,Lycium,australe,,,PERTH 3691071,7/30/1981,Australia,Australia,,33 km NNE of Bullfinch,-30.706,119.242,PERTH Herbarium, ,,,
2842,Lycium,australe,,,PERTH 3691098,5/12/1975,Australia,Australia,,"37 km N of Agnew, flats of Lake Yararbindie",-27.583,120.583,PERTH Herbarium, ,,,
2849,Lycium,australe,,,PERTH 3691128,8/23/1970,Australia,Australia,,37 km (23 miles) N of Bullfinch on edge of salt lake (muddy when wet),-30.647,119.107,PERTH Herbarium, ,,,
2778,Lycium,australe,,,PERTH 3691136,8/1/1973,Australia,Australia,,Seemore Downs,-30.743,125.295,PERTH Herbarium, ,,,
2859,Lycium,australe,,,PERTH 3691349,4/20/1984,Australia,Australia,,50 km W of Yalata Roadhouse,-31.492,131.267,PERTH Herbarium, ,,,
2799,Lycium,australe,,,PERTH 4082311,6/26/1993,Australia,Australia,,"3 km N Goulet Bluff, S of track",-26.191,113.688,PERTH Herbarium, ,,,
2837,Lycium,australe,,,PERTH 4091264,2/28/1995,Australia,Australia,,6.3 km S of heavy vehicle access road on Boulder - Kambalda road,-30.8,121.5,PERTH Herbarium, ,,,
2777,Lycium,australe,,,PERTH 4340213,12/3/1993,Australia,Australia,,"Arabiddy Station (homestead paddock), Nullarbor Plain",-31.817,125.933,PERTH Herbarium, ,,,
2868,Lycium,australe,,,PERTH 4456092,4/21/1996,Australia,Australia,,3 km W of Pioneer,-31.998,121.583,PERTH Herbarium, ,,,
2845,Lycium,australe,,,PERTH 4588177,7/29/1996,Australia,Australia,,"Mortlock River crossing on Mount Anne road, c. 2.3 km N of Waeel",-31.619,117.136,PERTH Herbarium, ,,,
2806,Lycium,australe,,,PERTH 5357063,9/19/1994,Australia,Australia,,"Bremer Range, about 1.0 km SE of Hill 381 (Honman Ridge), on ridgetop. (Plot hon06)",-32.417,120.629,PERTH Herbarium, ,,,
2856,Lycium,australe,,,PERTH 5395542,6/12/1998,Australia,Australia,,"Lake Hurlstone Reserve,",-32.586,119.416,PERTH Herbarium, ,,,
2814,Lycium,australe,,,PERTH 5404401,6/12/1998,Australia,Australia,,"Lake Hurlstone Reserve,",-32.586,119.416,PERTH Herbarium, ,,,
2857,Lycium,australe,,,PERTH 5765323,10/11/2000,Australia,Australia,,"Site 15, ca 18 km S of Kellerberrin,",-31.805,117.691,PERTH Herbarium, ,,,
2870,Lycium,australe,,,PERTH 5819539,4/4/2001,Australia,Australia,,"900 m S along S along Sharps Road from junction of East Hyden Bin Road,",-32.421,119.09,PERTH Herbarium, ,,,
2838,Lycium,australe,,,PERTH 5840570,9/20/2000,Australia,Australia,,"Site 2, N of Fourteen Mile Gate Road between Burracoppin - Campion Road and Rabbit Proof Fence Road,",-31.145,118.494,PERTH Herbarium, ,,,
2762,Lycium,australe,,,PERTH 5909082,9/25/1994,Australia,Australia,Western Australia,"Burnabbie Homestead ruins, near old constructions, Nuytsland Nature Reserve,",-32.117,126.333,PERTH Herbarium, ,,,
2846,Lycium,australe,,,PERTH 5925541,9/21/2001,Australia,Australia,,"Site 45, ca 16 km SE of Bonnie Rock,",-30.649,118.585,PERTH Herbarium, ,,,
2797,Lycium,australe,,,PERTH 6036775,10/16/1959,Australia,Australia,,"100 mile peg, Hines Hill, Great Eastern Highway,",-31.533,118.067,PERTH Herbarium, ,,,
2855,Lycium,australe,,,PERTH 6093841,9/11/1954,Australia,Australia,,21 km NW of Border Village,-31.5,129.1,PERTH Herbarium, ,,,
2853,Lycium,australe,,,PERTH 6095542,9/25/2001,Australia,Australia,,"Pickersgill Lake, 20 km E of Corrigin off Bendering Road",-32.317,118.017,PERTH Herbarium, ,,,
2807,Lycium,australe,,,PERTH 611588,4/12/2002,Australia,Australia,,"2 km SE of New Bore, Lorna Glen Station, 145 km NNE of Wiluna",-26.322,121.509,PERTH Herbarium, ,,,
2865,Lycium,australe,,,PERTH 6295460,9/16/2002,Australia,Australia,,"Site 82, Hall Property, Hall Road, SW of Warralakin",-31.089,118.558,PERTH Herbarium, ,,,
2866,Lycium,australe,,,PERTH 6310060,9/14/2002,Australia,Australia,,"Site 79, Bencubbin",-30.799,117.968,PERTH Herbarium, ,,,
2864,Lycium,australe,,,PERTH 6330711,6/9/2002,Australia,Australia,,Trojan Minesite on Hampton Hill Station ca 60 km from Kalgoorlie on the road to Rawlinna (permission from station owner B. Jones),-30.9,122.051,PERTH Herbarium, ,,,
2822,Lycium,australe,,,PERTH 6373216,9/16/2000,Australia,Australia,,"Quadrat 4 Elashgin-Faulkner Road Bushland, Faulkner Road, Wyalkatchem. c. 25 km S of the Wyalkatchem Townsite. Unallocated Crown Land (UCL). Part of the Mortlock River East Catchment",-31.485,117.556,PERTH Herbarium, ,,,
2877,Lycium,australe,,,PERTH 6794521,4/14/2004,Australia,Australia,,"Northern edge of Lake Mason, 56 km NNE of Sandstone",-27.544,119.658,PERTH Herbarium, ,,,
2850,Lycium,australe,,,PERTH 6818420,9/20/2001,Australia,Australia,,"Transect 1, Lake Altham. On south-western side of lake c. 300 m N of travellers-rest area on Rasmussen road, 37 km S of Lake Grace",-33.41,118.438,PERTH Herbarium, ,,,
2765,Lycium,australe,,,PERTH 6830641,10/15/2003,Australia,Australia,,"Seagroatt Nature Reserve, W of Narembeen",-32.101,118.155,PERTH Herbarium, ,,,
2867,Lycium,australe,,,PERTH 6913105,9/13/2004,Australia,Australia,,"Site 125. R. Crook property, W of Boodarockin North Road, N of Koorda - Southern Cross Road and S of Webb Road, W of Bullfinch",-30.997,118.775,PERTH Herbarium, ,,,
2878,Lycium,australe,,,PERTH 6928544,9/14/2004,Australia,Australia,,"LMS 9, 5.3 km ESE of Lake Mason Homestead",-27.613,119.571,PERTH Herbarium, ,,,
2798,Lycium,australe,,,PERTH 6965113,9/23/2004,Australia,Australia,,Lake Magenta Nature Reserve. 10x10m quadrat SHB25,-33.566,119.149,PERTH Herbarium, ,,,
2873,Lycium,australe,,,PERTH 6977774,9/12/2004,Australia,Australia,,"Site 124. Kununoppin town reserve, central area of reserve (E of saline flat)",-31.112,117.901,PERTH Herbarium, ,,,
2796,Lycium,australe,,,PERTH 7305400,5/31/2003,Australia,Australia,,Nanga Resort; Goulet Bluff,-26.215,113.691,PERTH Herbarium, ,,,
2823,Lycium,australe,,,PERTH 7346131,10/15/2005,Australia,Australia,,Widgiemooltha,-31.483,121.53,PERTH Herbarium, ,,,
2854,Lycium,australe,,,PERTH 7359691,1/11/2003,Australia,Australia,,"Southern shore of Lake Cowan, 5.5 km N of Norseman Post Office along Coolgardie Esperance Highway. Turn E 5.5 km from Post Office, tracl 1.1 km to site",-32.142,121.766,PERTH Herbarium, ,,,
2841,Lycium,australe,,,PERTH 7395647,9/15/2006,Australia,Australia,,"Site 172. Property of M. & T. Clement, W of Woolundra South Road between Great Eastern Highway and Stone Giles Road, SE of Kellerberrin",-31.665,117.811,PERTH Herbarium, ,,,
2767,Lycium,australe,,,PERTH 7726627,9/19/2007,Australia,Australia,Western Australia,"Site 204. Property of R. Dixon, W side of Kununoppin Road between Elabbin West and Beurteaux Roads, S of Trayning",-31.262,117.918,PERTH Herbarium, ,,,
2776,Lycium,australe,,,PERTH 7769261,7/18/2007,Australia,Australia,,53.1 km E of Dalgaranga Homestead in Noongal Station,-27.905,117.173,PERTH Herbarium, ,,,
2869,Lycium,australe,,,PERTH 7927916,8/14/2008,Australia,Australia,,On edge of Lake Deborah West in Quadrat LD2 about 1.5 km S of new Ennuin Homestead NW of Bullfinch,-30.799,119.004,PERTH Herbarium, ,,,
2876,Lycium,australe,,,PERTH 7975074,5/28/1905,Australia,Australia,,Yeelirrie,-27.283,120.083,PERTH Herbarium, ,,,
2764,Lycium,australe,,,PERTH 7975090,9/27/1985,Australia,Australia,,100 km N of Agnew on Wiluna Road,-27.1,120.5,PERTH Herbarium, ,,,
2847,Lycium,australe,,,PERTH 8559716,8/20/2008,Australia,Australia,,"Adjacent to Lake Mason survey site MASN03, DEC Estate ex-Lake Mason. Located ca 17.45 km NNE of the junction of Meekatharra-Sandstone Road/Sandstone-Wiluna Road and ca 9.67 km WSW of Lake Mason homestead. Located ca 42.74 km NNE of Sandstone",-27.621,119.429,PERTH Herbarium, ,,,
2880,Lycium,australe,,,PERTH 8758131,9/7/2015,Australia,Australia,,"Mount Caroline Nature Reserve, SW area, W of farmhouse, midslope - broad ridge with area of deeper soil adjacent to outcropping granite",-31.8,117.628,PERTH Herbarium, ,,,
2879,Lycium,australe,,,PERTH 8769109,9/28/2011,Australia,Australia,,"Lake McDermott, c. 3 km N along dirt track from Koorda-Bullfinch Road; c. 2 km W from Welbungin-Wialki Road",-30.799,117.967,PERTH Herbarium, ,,,
2801,Lycium,australe,,,PERTH 8769117,9/30/2011,Australia,Australia,,"Lake Hurlstone Nature Reserve, E end of Lake Hurlstone, along both sides of Holt Rock Road, c. 15 km N from Hyden-Lake King Road",-32.586,119.43,PERTH Herbarium, ,,,
2779,Lycium,australe,,,PERTH 8811369,4/10/2012,Australia,Australia,,Hyden - Norseman Road at Lake Johnston,-32.021,120.814,PERTH Herbarium, ,,,
678,Lycium,australe,,,Philpott s.n. AD,6/2/2003,Australia,Australia,South Australia,"Magoala Road, Hamley Bridge",-34.333,138.667,,,,,
1898,Lycium,australe,14-202,,Same as Levin and Miller 14-182,8/30/2014,Australia,Australia,South Australia,Lake Hart,-31.2081,136.314,, ,,,
2026,Lycium,australe,14-282,,Same as Levin and Miller 14-280,9/4/2014,Australia,Australia,South Australia,,-33.1472,134.266,, ,,,
2030,Lycium,australe,14-323,,Same as Levin and Miller 14-329,9/6/2014,Australia,Australia,South Australia,,-32.0894,132.984,, ,,,
2031,Lycium,australe,14-332,,Same as Levin and Miller 14-331,9/6/2014,Australia,Australia,South Australia,,-32.091,132.986,, ,,,
2032,Lycium,australe,14-381,,Same as Levin and Miller 14-379,9/7/2014,Australia,Australia,Western Australia,,-32.0149,126.216,, ,,,
2033,Lycium,australe,14-608,,Same as Levin and Miller 14-604,9/16/2014,Australia,Australia,Western Australia,,-31.2905,119.689,, ,,,
2034,Lycium,australe,14-610,,Same as Levin and Miller 14-604,9/16/2014,Australia,Australia,Western Australia,,-31.2905,119.689,, ,,,
2035,Lycium,australe,14-680,,Same as Levin and Miller 14-678,9/27/2014,Australia,Australia,Western Australia,,-25.8937,114.295,, ,,,
2036,Lycium,australe,14-683,,Same as Levin and Miller 14-678,9/27/2014,Australia,Australia,Western Australia,,-25.9142,114.303,, ,,,
2037,Lycium,australe,14-684,,Same as Levin and Miller 14-678,9/27/2014,Australia,Australia,Western Australia,,-25.9142,114.303,, ,,,
2046,Lycium ,australe,14-015,,Same pop as Levin and Miller 14-016,8/21/2014,Australia ,Australia,Western Australia,,-32.6271,144.18,, ,,,
2047,Lycium ,australe,14-018,,Same pop as Levin and Miller 14-020,8/21/2014,Australia ,Australia,Western Australia,,-32.6063,144.144,, ,,,
2048,Lycium ,australe,14-252,,Same pop as Levin and Miller 14-250,9/3/2014,Australia ,Australia,Western Australia,,-32.6624,135.621,, ,,,
2049,Lycium ,australe,14-263,,Same pop as Levin and Miller 14-256,9/3/2014,Australia ,Australia,Western Australia,,-32.6581,135.698,, ,,,
2027,Lycium,australe,14-285,,Same pop as Levin and Miller 14-284,9/4/2014,Australia,Australia,South Australia,,-33.1324,134.273,, ,,,
2028,Lycium,australe,14-300,,Same pop as Levin and Miller 14-302,9/5/2014,Australia,Australia,South Australia,,-32.5255,133.868,, ,,,
2029,Lycium,australe,14-318,,Same pop as Levin and Miller 14-319,9/5/2014,Australia,Australia,South Australia,,-32.532,133.864,, ,,,
2038,Lycium ,australe,14-561,,Same pop as Levin and Miller 14-570,9/15/2014,Australia ,Australia,Western Australia ,,-30.997,117.4,, ,,,
2039,Lycium,australe,14-565,,Same pop as Levin and Miller 14-570,9/15/2014,Australia ,Australia,Western Australia,,-30.997,117.4,, ,,,
2040,Lycium,australe,14-567,,Same pop as Levin and Miller 14-570,9/15/2014,Australia ,Australia,Western Australia,,-30.997,117.4,, ,,,
2041,Lycium ,australe,14-568,,Same pop as Levin and Miller 14-570,9/15/2014,Australia ,Australia,Western Australia,,-30.997,117.4,, ,,,
2042,Lycium ,australe,14-569,,Same pop as Levin and Miller 14-570,9/15/2014,Australia ,Australia,Western Australia,,-31.0013,117.398,, ,,,
2043,Lycium ,australe,14-571,,Same pop as Levin and Miller 14-572,9/15/2014,Australia ,Australia,Western Australia,,-31.0169,117.38,, ,,,
2044,Lycium ,australe,14-573,,Same pop as Levin and Miller 14-574,9/15/2014,Australia ,Australia,Western Australia,,-31.0169,117.38,, ,,,
